"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"STBZ","State Bank Financial Corporation.","19.82","$734.37M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz",
"SNC","State National Companies, Inc.","12.14","$516.06M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/snc",
"STT","State Street Corporation","58.75","$23.5B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stt",
"STT^C","State Street Corporation","25.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^c",
"STT^D","State Street Corporation","27.52","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^d",
"STT^E","State Street Corporation","26.483","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/stt^e",
"STO","Statoil ASA","15.16","$48.34B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"STDY","SteadyMed Ltd.","2.65","$35.99M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy",
"GASS","StealthGas, Inc.","3.51","$145.74M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STLD","Steel Dynamics, Inc.","22.42","$5.45B","1996","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/stld",
"SXCL","Steel Excel Inc.","9.678","$109.82M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/sxcl",
"SPLP","Steel Partners Holdings LP","14.8","$394.16M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/splp",
"SCS","Steelcase Inc.","14.68","$1.8B","1998","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/scs",
"SMRT","Stein Mart, Inc.","7.26","$331.63M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/smrt",
"SBOT","Stellar Biotechnologies, Inc.","5.33","$45.03M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot",
"SCM","Stellus Capital Investment Corporation","9.99","$124.6M","2012","n/a","n/a","http://www.nasdaq.com/symbol/scm",
"SCQ","Stellus Capital Investment Corporation","24.8","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/scq",
"STEM","StemCells, Inc.","0.2572","$28.94M","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/stem",
"STML","Stemline Therapeutics, Inc.","4.54","$86.28M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml",
"SCL","Stepan Company","54.93","$1.22B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/scl",
"STXS","Stereotaxis, Inc.","1.11","$24M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/stxs",
"SRCL","Stericycle, Inc.","124.11","$10.51B","1996","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srcl",
"SRCLP","Stericycle, Inc.","92.4","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp",
"STE","STERIS plc","69.22","$5.95B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ste",
"STL","Sterling Bancorp","15.54","$2.03B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stl",
"STRL","Sterling Construction Company Inc","5.05","$99.85M","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/strl",
"SHOO","Steven Madden, Ltd.","35.74","$2.21B","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo",
"SSFN","Stewardship Financial Corp","5.86","$35.63M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn",
"STC","Stewart Information Services Corporation","33.66","$785.7M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/stc",
"SF","Stifel Financial Corporation","29.08","$2.02B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sf",
"SFN","Stifel Financial Corporation","25.36","$1.24B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/sfn",
"SWC","Stillwater Mining Company","10.46","$1.27B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/swc",
"STM","STMicroelectronics N.V.","5.49","$4.82B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/stm",
"SYBT","Stock Yards Bancorp, Inc.","38.42","$573.27M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sybt",
"SGY","Stone Energy Corporation","1.09","$61.97M","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sgy",
"EDF","Stone Harbor Emerging Markets Income Fund","12.58","$198.53M","2010","n/a","n/a","http://www.nasdaq.com/symbol/edf",
"EDI","Stone Harbor Emerging Markets Total Income Fund","11.9","$114.4M","2012","n/a","n/a","http://www.nasdaq.com/symbol/edi",
"BANX","StoneCastle Financial Corp","17.62","$114.72M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banx",
"SGBK","Stonegate Bank","30.11","$380.83M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sgbk",
"SGM","Stonegate Mortgage Corporation","5.15","$132.86M","2013","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/sgm",
"STON","StoneMor Partners L.P.","24.42","$797.28M","2004","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ston",
"SRI","Stoneridge, Inc.","14.59","$405.41M","1997","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sri",
"STOR","STORE Capital Corporation","25.81","$3.64B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/stor",
"STRP","Straight Path Communications Inc.","27.95","$340.05M","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/strp",
"SSKN","Strata Skin Sciences, Inc.","0.93","$9.77M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/sskn",
"SSYS","Stratasys, Ltd.","23.8","$1.24B","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys",
"SGL","Strategic Global Income Fund, Inc.","8.75","$159.76M","1992","n/a","n/a","http://www.nasdaq.com/symbol/sgl",
"GJH","STRATS Trust","9.8","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjh",
"GJS","STRATS Trust","17.7899","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjs",
"GJO","STRATS Trust","20.25","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjo",
"STRT","Strattec Security Corporation","59.27","$215.59M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/strt",
"STRS","Stratus Properties, Inc.","24.1","$194.42M","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/strs",
"STRA","Strayer Education, Inc.","47.94","$528.64M","1996","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/stra",
"STRM","Streamline Health Solutions, Inc.","1.42","$26.67M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/strm",
"SBBP","Strongbridge Biopharma plc","4.2","$89.06M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbbp",
"SYK","Stryker Corporation","105.22","$39.25B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/syk",
"STB","Student Transportation Inc","5.1","$493.57M","n/a","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb",
"RGR","Sturm, Ruger & Company, Inc.","69.75","$1.32B","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/rgr",
"SPH","Suburban Propane Partners, L.P.","30.01","$1.82B","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/sph",
"SCMP","Sucampo Pharmaceuticals, Inc.","10.2","$464.5M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scmp",
"SCNB","Suffolk Bancorp","24.76","$292.6M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/scnb",
"SMFG","Sumitomo Mitsui Financial Group Inc","6.06","$41.43B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/smfg",
"SUMR","Summer Infant, Inc.","1.62","$30.2M","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sumr",
"SMMF","Summit Financial Group, Inc.","15.6","$169.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smmf",
"INN","Summit Hotel Properties, Inc.","11.34","$984.24M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/inn",
"INN^A","Summit Hotel Properties, Inc.","26.1701","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^a",
"INN^B","Summit Hotel Properties, Inc.","26.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^b",
"INN^C","Summit Hotel Properties, Inc.","25.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inn^c",
"SUM","Summit Materials, Inc.","18.56","$1.93B","2015","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/sum",
"SMLP","Summit Midstream Partners, LP","15.6","$1.04B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/smlp",
"SSBI","Summit State Bank","13.2495","$63.37M","2006","n/a","n/a","http://www.nasdaq.com/symbol/ssbi",
"SMMT","Summit Therapeutics plc","6.7","$82.13M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/smmt",
"SNBC","Sun Bancorp, Inc.","20.63","$386.78M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/snbc",
"SUI","Sun Communities, Inc.","68.15","$3.98B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sui",
"SUI^A","Sun Communities, Inc.","26.56","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sui^a",
"SNHY","Sun Hydraulics Corporation","33.18","$889.08M","1997","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/snhy",
"SLF","Sun Life Financial Inc.","31.37","$19.21B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/slf",
"SXCP","SunCoke Energy Partners, L.P.","7.13","$329.43M","2013","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxcp",
"SXC","SunCoke Energy, Inc.","6.09","$389.83M","2011","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","27.07","$42.82B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/su",
"SEMI","SunEdison Semiconductor Limited","6.63","$278.33M","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/semi",
"SUNE","SunEdison, Inc.","1.21","$383.23M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/sune",
"SNSS","Sunesis Pharmaceuticals, Inc.","0.52","$44.99M","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snss",
"SSY","SunLink Health Systems, Inc.","0.4836","$4.57M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy",
"SXL","Sunoco Logistics Partners LP","23.9","$6.74B","2002","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxl",
"SUN","Sunoco LP","32.26","$3.35B","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sun",
"STKL","SunOpta, Inc.","4.44","$379.25M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/stkl",
"SPWR","SunPower Corporation","n/a","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/spwr",
"RUN","Sunrun Inc.","6.24","$633.33M","2015","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/run",
"SBCP","Sunshine Bancorp, Inc.","14.37","$75.67M","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sbcp",
"SSH","Sunshine Heart Inc","1.02","$18.72M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ssh",
"SHO","Sunstone Hotel Investors, Inc.","12.97","$2.8B","2004","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/sho",
"SHO^D.CL","Sunstone Hotel Investors, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^d.cl",
"SHO^E","Sunstone Hotel Investors, Inc.","26.18","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sho^e",
"STI.WS.A","SunTrust Banks, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.a",
"STI","SunTrust Banks, Inc.","36.6","$18.48B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sti",
"STI.WS.B","SunTrust Banks, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti.ws.b",
"STI^A","SunTrust Banks, Inc.","24.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^a",
"STI^E","SunTrust Banks, Inc.","25.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sti^e",
"SUNW","Sunworks, Inc.","2.96","$58.5M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/sunw",
"SMCI","Super Micro Computer, Inc.","32.51","$1.55B","2007","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/smci",
"SPCB","SuperCom, Ltd.","3.97","$64.58M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","0.1906","$6.05M","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon",
"SDPI","Superior Drilling Products, Inc.","1.46","$25.45M","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/sdpi",
"SPN","Superior Energy Services, Inc.","12.82","$1.94B","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/spn",
"SUP","Superior Industries International, Inc.","22.16","$563.67M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sup",
"SGC","Superior Uniform Group, Inc.","17.51","$244.83M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","14.4","$711.37M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/supn",
"SVU","SuperValu Inc.","5.49","$1.46B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/svu",
"SPRT","support.com, Inc.","0.8051","$44.18M","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/sprt",
"STS","Supreme Industries, Inc.","8.82","$148.73M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts",
"SGRY","Surgery Partners, Inc.","14.15","$681.42M","2015","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sgry",
"SCAI","Surgical Care Affiliates, Inc.","43.62","$1.73B","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/scai",
"SRDX","SurModics, Inc.","17.62","$228.99M","1998","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srdx",
"SBBX","Sussex Bancorp","13","$60.79M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbbx",
"SIVB","SVB Financial Group","99.77","$5.15B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivb",
"SIVBO","SVB Financial Group","26.125","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivbo",
"SWFT","Swift Transportation Company","18.27","$2.5B","2010","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/swft",
"SWZ","Swiss Helvetia Fund, Inc. (The)","10.03","$266.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/swz",
"SYKE","Sykes Enterprises, Incorporated","29.26","$1.25B","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","18.71","$12.2B","1989","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/symc",
"SSRG","Symmetry Surgical Inc.","10.41","$111.71M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ssrg",
"SYNC","Synacor, Inc.","1.4299","$42.82M","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","8.37","$72.97M","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","74.59","$2.74B","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","31.18","$1.39B","2006","Technology","EDP Services","http://www.nasdaq.com/symbol/sncr",
"SYF","Synchrony Financial","28.45","$23.72B","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/syf",
"SNDX","Syndax Pharmaceuticals, Inc.","12.62","$219.24M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sndx",
"SGYP","Synergy Pharmaceuticals, Inc.","2.78","$316.07M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgyp",
"SGYPU","Synergy Pharmaceuticals, Inc.","9.5","$17.27M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypu",
"SGYPW","Synergy Pharmaceuticals, Inc.","0.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgypw",
"SYRG","Synergy Resources Corporation","7.57","$832.5M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg",
"ELOS","Syneron Medical Ltd.","7.15","$252.21M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elos",
"SYT","Syngenta AG","81.57","$37.91B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/syt",
"SNX","Synnex Corporation","96.08","$3.81B","2003","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/snx",
"SNPS","Synopsys, Inc.","47.87","$7.25B","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/snps",
"SNV","Synovus Financial Corp.","29.03","$3.67B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/snv",
"SNV^C","Synovus Financial Corp.","27.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/snv^c",
"SNTA","Synta Pharmaceuticals Corp.","0.2389","$32.92M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snta",
"SYNT","Syntel, Inc.","46.89","$3.94B","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/synt",
"SYMX","Synthesis Energy Systems, Inc.","0.849","$73.77M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/symx",
"SYN","Synthetic Biologics, Inc","2.21","$200.73M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn",
"GJP","Synthetic Fixed-Income Securities, Inc.","20.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjp",
"GJR","Synthetic Fixed-Income Securities, Inc.","19.6299","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gjr",
"GJT","Synthetic Fixed-Income Securities, Inc.","17.968","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjt",
"GJV","Synthetic Fixed-Income Securities, Inc.","25.626","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gjv",
"SYUT","Synutra International, Inc.","4.96","$281.91M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/syut",
"SYPR","Sypris Solutions, Inc.","0.85","$17.67M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sypr",
"SYY","Sysco Corporation","46.24","$26.11B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/syy",
"SYRX","Sysorex Global","0.6","$15.17M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/syrx",
"SYX","Systemax Inc.","8.93","$329.32M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/syx",
"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TROW","T. Rowe Price Group, Inc.","72.51","$18B","1986","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","8.66","$210M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ttoo",
"DATA","Tableau Software, Inc.","42.9","$3.18B","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/data",
"TAHO","Tahoe Resources, Inc.","10.65","$2.42B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/taho",
"TLRD","Tailored Brands, Inc.","16.66","$806.01M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tlrd",
"TAIT","Taitron Components Incorporated","0.85","$4.71M","1995","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tait",
"TWN","Taiwan Fund, Inc. (The)","15.36","$126.27M","1986","n/a","n/a","http://www.nasdaq.com/symbol/twn",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","25.73","$133.44B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsm",
"TTWO","Take-Two Interactive Software, Inc.","35.19","$2.98B","1997","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ttwo",
"XRS","TAL Education Group","50.15","$4.01B","2010","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/xrs",
"TAL","TAL International Group, Inc.","13.36","$446.16M","2005","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/tal",
"TLN","Talen Energy Corporation","8.39","$1.08B","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tln",
"TEGP","Tallgrass Energy GP, LP","17.3","$2.72B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tegp",
"TEP","Tallgrass Energy Partners, LP","35.96","$2.42B","2013","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tep",
"TLMR","Talmer Bancorp, Inc.","17.83","$1.19B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/tlmr",
"TNDM","Tandem Diabetes Care, Inc.","7.9","$239.22M","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","7.3","$71.2M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/tlf",
"SKT","Tanger Factory Outlet Centers, Inc.","35.13","$3.37B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/skt",
"TNGO","Tangoe, Inc.","7.76","$305.98M","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tngo",
"TANH","Tantech Holdings Ltd.","5.79","$125.06M","2015","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tanh",
"TRX","Tanzanian Royalty Exploration Corporation","0.2276","$24.6M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx",
"TAOM","Taomee Holdings Limited","3.64","$129.5M","2011","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/taom",
"TEDU","Tarena International, Inc.","10.77","$586.24M","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tedu",
"NGLS^A","Targa Resources Partners LP","22.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ngls^a",
"TRGP","Targa Resources, Inc.","28.07","$4.51B","2010","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/trgp",
"TGT","Target Corporation","82.04","$49.22B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/tgt",
"TARO","Taro Pharmaceutical Industries Ltd.","141.75","$6.07B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/taro",
"TGB","Taseko Mines Limited","0.54","$119.78M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb",
"TASR","TASER International, Inc.","18.27","$980.99M","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/tasr",
"TATT","TAT Technologies Ltd.","6.95","$61.22M","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/tatt",
"TTM","Tata Motors Ltd","27.59","$14.05B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/ttm",
"TCO","Taubman Centers, Inc.","69.23","$4.17B","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/tco",
"TCO^J","Taubman Centers, Inc.","25.545","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^j",
"TCO^K","Taubman Centers, Inc.","25.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tco^k",
"TAYD","Taylor Devices, Inc.","14","$47.56M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tayd",
"TMHC","Taylor Morrison Home Corporation","13.38","$1.62B","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/tmhc",
"TCP","TC PipeLines, LP","49.84","$3.3B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/tcp",
"TCB","TCF Financial Corporation","12.28","$2.1B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcb",
"TCB.WS","TCF Financial Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcb.ws",
"TCB^B","TCF Financial Corporation","26.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcb^b",
"TCB^C","TCF Financial Corporation","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tcb^c",
"TCPC","TCP Capital Corp.","14.42","$702.38M","2012","n/a","n/a","http://www.nasdaq.com/symbol/tcpc",
"TCPI","TCP International Holdings Ltd.","1.18","$33.53M","2014","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/tcpi",
"TSI","TCW Strategic Income Fund, Inc.","5.25","$250.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tsi",
"AMTD","TD Ameritrade Holding Corporation","31.18","$16.68B","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/amtd",
"TEL","TE Connectivity Ltd.","60.96","$22.54B","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tel",
"TMH","Team Health Holdings, Inc.","40.8","$3B","2009","Technology","Professional Services","http://www.nasdaq.com/symbol/tmh",
"TISI","Team, Inc.","28.57","$854.14M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tisi",
"TEAR","TearLab Corporation","0.64","$21.65M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tear",
"TECD","Tech Data Corporation","76.73","$2.69B","1986","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","2.77","$5.1M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco",
"TTGT","TechTarget, Inc.","7.07","$227.79M","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ttgt",
"TCK","Teck Resources Ltd","7.36","$4.17B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/tck",
